varname,pass_boruta,pass_importance,pass_correlation,avg_incRMSE,sd_incRMSE
VerticalCurvature_median,TRUE,FALSE,FALSE,4.353806892828442,1.1892105333514342
VerticalCurvature_min,FALSE,FALSE,FALSE,-Inf,NA
lake_glaciatedlatewisc,FALSE,FALSE,FALSE,-Inf,NA
lake_connectivity_class,FALSE,FALSE,FALSE,2.3168907816729285,1.075639961568696
lake_lakes4ha_upstream_ha,FALSE,FALSE,FALSE,-Inf,NA
lake_lakes4ha_upstream_n,FALSE,FALSE,FALSE,-Inf,NA
lake_lakes1ha_upstream_ha,FALSE,FALSE,FALSE,-Inf,NA
lake_lakes1ha_upstream_n,FALSE,FALSE,FALSE,-Inf,NA
lake_lakes10ha_upstream_n,FALSE,FALSE,FALSE,-Inf,NA
lake_lakes10ha_upstream_ha,FALSE,FALSE,FALSE,-Inf,NA
lake_lat_decdeg,TRUE,FALSE,FALSE,4.923213523354027,0.9275021261079812
lake_lon_decdeg,TRUE,FALSE,FALSE,4.427997310235982,1.2813966336404707
lake_huc12,TRUE,FALSE,FALSE,3.7687464252887017,1.3143902475456102
lake_elevation_m,FALSE,FALSE,FALSE,2.790356614382565,1.0329103484930293
ws_area_ha,TRUE,FALSE,FALSE,3.362560086243196,0.9423130140908194
ws_lake_arearatio,TRUE,TRUE,TRUE,5.8611560949846675,1.2150430709615672
polygon_t_anomaly_month_1,FALSE,FALSE,FALSE,3.04954883584528,0.885330436312189
polygon_t_anomaly_month_10,TRUE,TRUE,TRUE,12.176625732816893,1.4802518246060123
polygon_t_anomaly_month_11,TRUE,TRUE,TRUE,15.669435667318792,1.4124299628244765
polygon_t_anomaly_month_12,TRUE,FALSE,FALSE,5.513716248979099,1.0108342610155094
polygon_t_anomaly_month_2,FALSE,FALSE,FALSE,3.0466820266094925,1.0017932488408088
polygon_t_anomaly_month_3,TRUE,FALSE,FALSE,5.732031429148757,1.2794938267045644
polygon_t_anomaly_month_4,TRUE,TRUE,TRUE,6.568866185876756,1.2617866084937397
polygon_t_anomaly_month_5,TRUE,TRUE,TRUE,11.053181530691402,1.9166142165843791
polygon_t_anomaly_month_6,TRUE,TRUE,FALSE,6.8494243386409694,1.6880711020414958
polygon_t_anomaly_month_7,TRUE,FALSE,FALSE,4.466084018755423,1.0061077898984232
polygon_t_anomaly_month_8,FALSE,FALSE,FALSE,2.406719126495312,1.1835514996704488
polygon_t_anomaly_month_9,FALSE,FALSE,FALSE,2.596817380437754,1.1781635207951562
polygon_B1_B2_ratio,FALSE,FALSE,FALSE,2.9211765313837086,1.0275763441493302
polygon_B1_B3_ratio,FALSE,FALSE,FALSE,2.6891367702344193,0.8586137144080978
polygon_B1_B4_ratio,TRUE,FALSE,FALSE,3.5066150644660414,1.051661353094304
polygon_B1_B5_ratio,FALSE,FALSE,FALSE,2.161857230708336,0.8896072495461802
polygon_B2_B3_ratio,FALSE,FALSE,FALSE,2.217784832303675,0.9814691001362263
polygon_B2_B4_ratio,TRUE,FALSE,FALSE,4.060724095750323,1.1101618929565455
polygon_B2_B5_ratio,FALSE,FALSE,FALSE,-Inf,NA
polygon_B3_B4_ratio,FALSE,FALSE,FALSE,2.8327606130584853,0.9970382434144163
polygon_B3_B5_ratio,FALSE,FALSE,FALSE,-Inf,NA
polygon_B4_B5_ratio,FALSE,FALSE,FALSE,-Inf,NA
lake_huc02,FALSE,FALSE,FALSE,-Inf,NA
lake_huc04,FALSE,FALSE,FALSE,2.629728344414908,1.0593190297570692
lake_huc06,FALSE,FALSE,FALSE,3.099519159820323,1.10158794963158
huc4_slope_min,FALSE,FALSE,FALSE,-Inf,NA
huc4_slope_max,TRUE,FALSE,FALSE,4.2796176874950005,1.1127415312655207
huc4_slope_median,TRUE,FALSE,FALSE,4.050752201639557,1.0791676464762112
huc4_slope_sd,TRUE,FALSE,FALSE,3.9749578871012488,1.1991708736351696
huc4_tri_min,FALSE,FALSE,FALSE,-Inf,NA
huc4_tri_max,TRUE,FALSE,FALSE,4.146139200700621,1.039914449290772
huc4_tri_median,TRUE,FALSE,FALSE,4.192788948537876,1.1108711943063656
huc4_tri_sd,TRUE,FALSE,FALSE,3.6684445691847807,0.9718529593748718
huc4_elev_min,TRUE,FALSE,FALSE,4.149125143977328,1.2496076571622983
huc4_elev_max,FALSE,FALSE,FALSE,2.8632467570904674,0.870282282478104
huc4_elev_median,FALSE,FALSE,FALSE,-Inf,NA
huc4_elev_sd,FALSE,FALSE,FALSE,2.697414940655334,0.8574364418416046
huc4_min_depth,FALSE,FALSE,FALSE,-Inf,NA
huc4_max_depth,TRUE,FALSE,FALSE,3.5522602641918457,1.1201907284087143
huc4_median_depth,TRUE,TRUE,TRUE,7.551525356938731,1.579957887219807
huc4_sd_depth,FALSE,FALSE,FALSE,2.2855075020009488,0.9043038455368463
huc4_min_rd,FALSE,FALSE,FALSE,2.468088131533253,0.9027753744842122
huc4_max_rd,TRUE,FALSE,FALSE,5.126582932354786,1.8977348273928711
huc4_median_rd,TRUE,TRUE,TRUE,6.616222005716531,2.384713418862418
huc4_sd_rd,FALSE,FALSE,FALSE,3.331072900393375,1.207032553262726
huc4_perimeter_min,TRUE,FALSE,FALSE,3.397512878846887,1.2448832510150942
huc4_perimeter_max,FALSE,FALSE,FALSE,2.7819546857115673,0.9413638918965488
huc4_perimeter_median,TRUE,FALSE,FALSE,4.270341811067746,1.2074585190155387
huc4_perimeter_sd,TRUE,FALSE,FALSE,3.3478199486788482,0.896489722705887
huc4_area_min,FALSE,FALSE,FALSE,2.586835030944162,0.9335858260878666
huc4_area_max,FALSE,FALSE,FALSE,2.8760468296315502,0.9726738272013971
huc4_area_median,TRUE,FALSE,FALSE,4.774909912089037,1.3062140846140637
huc4_area_sd,FALSE,FALSE,FALSE,3.0091538260995465,1.0825136288332553
huc4_bbox_lw_min,FALSE,FALSE,FALSE,2.29505308753354,0.8227050627158409
huc4_bbox_lw_max,FALSE,FALSE,FALSE,2.556229655927945,1.174451018039581
huc4_bbox_lw_median,FALSE,FALSE,FALSE,2.317578412898761,0.7441882516212437
huc4_bbox_lw_sd,FALSE,FALSE,FALSE,2.360159189865864,0.9145239295992585
huc4_sdi_min,FALSE,FALSE,FALSE,2.539661646692724,0.6962001090474309
huc4_sdi_max,FALSE,FALSE,FALSE,2.615196114763777,1.1128431205258207
huc4_sdi_median,TRUE,FALSE,FALSE,4.572391408247932,1.2181448053403436
huc4_sdi_sd,TRUE,FALSE,FALSE,3.7650062929559893,1.095946939640486
huc4_dist_pole_min,FALSE,FALSE,FALSE,2.2195807233939226,1.0214220086516588
huc4_dist_pole_max,FALSE,FALSE,FALSE,2.8319043958921486,0.9572177739863108
huc4_dist_pole_median,FALSE,FALSE,FALSE,3.1527954655115056,1.1536558396519125
huc4_dist_pole_sd,TRUE,FALSE,FALSE,3.7806126043570725,1.1619354391972139
linear_term,TRUE,TRUE,TRUE,13.680284493213032,1.1423463510107814
quad_term,TRUE,TRUE,TRUE,11.614840686265168,1.0519210681443725
logarea,FALSE,FALSE,FALSE,NA,NA
log_elev_change,FALSE,FALSE,FALSE,NA,NA
messager_zmean,TRUE,TRUE,FALSE,8.861334734709029,1.062450719531093
messager_volume,TRUE,TRUE,TRUE,9.436075773731135,1.2593936142377924
meandepth,FALSE,FALSE,FALSE,NA,NA
oliver_model_group,FALSE,FALSE,FALSE,NA,NA
